,OBJECTID,CalSim_ID,Riv_Mi,Riv_Name,Comment,C2VSIM_GW,C2VSIM_SW,CalSim2_ID,Type,Sub_Type,Nrest_Gage,Strm_Code,RM_II,HR,geometry
1093,1094.0,72_NA2,,,,,,,NP,A,,,,SJR,POINT (-120.95639077354309 37.16270537583931)
1094,1095.0,RFS71B,,,,,,,RFS,NA,,,,SJR,POINT (-121.11434785171576 37.44553413755669)
1095,1096.0,RFS71C,,,,,,,RFS,NA,,,,SJR,POINT (-121.02835489225086 37.204581046981026)
1096,1097.0,63_PR3,,,East Bear Creek Unit - San Luis NWR,,,,PR,R,,,,SJR,POINT (-120.79763304691969 37.243539521467206)
1097,1098.0,63_PR1,,,Arena Plains Unit - Merced NWR,,,,PR,R,,,,SJR,POINT (-120.71420393955046 37.27746071426588)
1098,1099.0,WSWWTP,,,White Slough Water Pollution Control Plant,,,,WWTP,NA,,,,SJR,POINT (-121.38486713445636 38.08848071548023)
1099,1100.0,62_NU,,,"Turlock, Ceres, Dehli, Hilmar, Hughson, Keyes, Denair",,,,NP,U,,,,SJR,POINT (-120.86861199559803 37.52146719995989)
1100,1101.0,TKWWTP,,,Turlock Regional Water Quality Control Facility,,,,WWTP,NA,,,,SJR,POINT (-120.86819441543221 37.48541670632177)
1101,1102.0,SJR101,100.54,San Joaquin River,Return form Turlock Regional Water Quality Control Facility,,,,CH,STM,,SJR,101.0,SJR,POINT (-121.03383277404596 37.46424782597191)
1102,1103.0,NFA019,19.373,North Fork American River,Confluence of North and Middle Forks of the American River,,,,CH,STM,,NFA,19.0,SAC,POINT (-121.03766399598699 38.91561258454726)
1103,1104.0,63_NU,,,"Merced, Atwater, Livingston, Winton, Planada, Le Grand",,,,NP,U,,,,SJR,POINT (-120.48645769034496 37.29185698563807)
1104,1105.0,OWN011,11.3,Owens Creek,Return from Merced WWTP,,,,CH,STM,,OWN,11.0,SJR,POINT (-120.5464374517347 37.2394782462696)
1105,1106.0,AWWWTP,,,Atwater Wastewater Treatment Plant,,,,WWTP,NA,,,,SJR,POINT (-120.60678184035817 37.34094805975651)
1106,1107.0,MDWWTP,,,Merced Wastewater Treatment Plant,,,,WWTP,NA,,,,SJR,POINT (-120.52535165896569 37.25433319157363)
1107,1108.0,RFS63,,,,,,,RFS,NA,,,,SJR,POINT (-120.52561130205149 37.2916895896954)
1108,1109.0,ESC000,,,Conceptual Eastside Irrigation Canal Node,,,,CH,CNL,,ESC,,SJR,POINT (-120.73069443159669 37.264079038321306)
1109,1110.0,63_PR2,,,"Merced Unit, Lone Tree Unit - Merced NWR",,,,PR,R,,,,SJR,POINT (-120.62153111200527 37.193782386181624)
1110,1111.0,DED012,12.43,Deadman Creek,,,,,CH,STM,,DED,12.0,SJR,POINT (-120.54998669595285 37.19235011976072)
1111,1112.0,73_NU,,,Small Communities,,,,NP,U,,,,SJR,POINT (-120.4279850529705 36.808362302303095)
1112,1113.0,MFA023,23.076,Middle Fork American River,Middle Fork American River near Foresthill - USGS 11433300,,,,CH,SG,11433300,MFA,23.0,SAC,POINT (-120.76088431259438 39.00548993016972)
1113,1114.0,SFA030,29.525,South Fork American River,South Fork American River near Placerville - USGS 11444500,,,,CH,SG,11444500,SFA,30.0,SAC,POINT (-120.81603695646464 38.77058685019649)
1114,1115.0,73_NA,,,,,,,NP,A,,,,SJR,POINT (-121.04547866075585 37.00641336698618)
1115,1116.0,90_NA,,,,,,,NP,A,,,,SJR,POINT (-120.29020696335672 36.07902597698302)
1116,1117.0,60S_NU2,,,Small Communities,,,,NP,U,,,,SJR,POINT (-121.16642160039937 38.02366419566648)
1117,1118.0,KLR006,6.47,Knights Landing Ridge Cut,Estimated Flows. Virtual USGS11390900/DWR AO2940,,,,CH,SG,11390900 / DWR  A0-2940,KLR,6.0,SAC,POINT (-121.66389012280392 38.72213989901106)
1118,1119.0,AMR006,6.51,American River,USGS11447000/DWRAO7140.  American River at Sacramento (H-Street Bridge),,,,CH,SG,11447000,AMR,6.0,SAC,POINT (-121.42322187258586 38.56882102560552)
1119,1120.0,CHW037,36.64,Chowchilla River,USGS11259000/DWRB64159,,,,CH,SG,11259000,CHW,37.0,SJR,POINT (-119.99152733696738 37.215237219825525)
1120,1121.0,YBP037,37.0,Yolo Bypass,Freemont Weir Spill to Yolo Bypass. USGS11391021/DWRA02930,,,,CH,SG,11391021,SAC,37.0,SAC,POINT (-121.64904305404637 38.75251434603914)
1121,1122.0,FRS048,47.67,Fresno River,Fresno River below Hidden Dam near Daulton. USGS11258000/DWR B67150,,,,CH,SG,11258000,FRS,48.0,SJR,POINT (-119.88956225296182 37.09744840193688)
1122,1123.0,MCD054,54.74,Merced River,Merced River below Merced Falls Dam near Snelling. USGS11270900/DWRB05184,,,,CH,SG,11270900,MCD,54.0,SJR,POINT (-120.33211819213392 37.52153934742639)
1123,1124.0,MCD046,46.44,Merced River,Merced River below Snelling. USGS11271250/DWRB05170.,,,,CH,SG,11271250,MCD,46.0,SJR,POINT (-120.44991279844272 37.50661906508517)
1124,1125.0,MCD018,17.51,Merced River,Merced River near Livingston. USGS11271500/DWRB05139,,,,CH,SG,11271500 / DWR  B0-5139,MCD,18.0,SJR,POINT (-120.78702641090715 37.39110734409856)
1125,1126.0,MSN005,5.3,Mud Slough,Mud Slough at McSwain Road near Gustine. USGS11261480/DWRB004030. Gage Located at Lat/Long from DWR Bull.230-81.,,,,CH,SG,11261480,MSN,5.0,SJR,POINT (-120.9442401816929 37.291336322260335)
1126,1127.0,NFY029,28.9,North Yuba River,North Yuba River below Goodyears Bar USGS Gage - 11413000,,,,CH,SG,11413000,NFY,29.0,SAC,POINT (-120.93811648196308 39.52494994879577)
1127,1128.0,YUB039,39.29,Yuba River,Confluence of North and Middle Yuba Rivers,,,,CH,STM,,YUB,39.0,SAC,POINT (-121.13682811280026 39.368118680582604)
1128,1129.0,MFY005,4.57,Middle Yuba River,Confluence with Oregon Creek,,,,CH,STM,,MFY,5.0,SAC,POINT (-121.0838105643375 39.394696186793674)
1129,1130.0,MFY012,12.19,Middle Yuba River,"Middle Yuba River Below Our House Dam, near Camptonville - 11408880",,,,CH,SG,11408880,MFY,12.0,SAC,POINT (-120.99871503235732 39.41087368191368)
1130,1131.0,MFY013,12.29,Middle Yuba River,Our House Dam diversion to Lohman Ridge Tunnel,,,,CH,STM,,MFY,13.0,SAC,POINT (-120.99734683078586 39.41183295132711)
1131,1132.0,OGN004,4.15,Oregon Creek,Oregon Creek Below Log Cabin Dam near Camptonville - USGS 11409400,,,,CH,SG,11409400,OGN,4.0,SAC,POINT (-121.05909400510271 39.43931573477147)
1132,1133.0,CMT000,,Campotonville Tunnel,Camptonville Tunnel At Intake near Camptonville - USGS 11409350,,,,CH,SG,11409350,CMT,,SAC,POINT (-121.05985052076923 39.441074308817115)
1133,1134.0,LRT000,,Lohman Ridge Tunnel,Lohman Ridge Tunnel at Intake near Camptonville - USGS 11408870,,,,CH,SG,11408870,LRT,,SAC,POINT (-120.99803766386785 39.412153267674285)
1134,1135.0,YUB030,30.39,Yuba River,Confluence with South Yuba River,,,,CH,STM,,YUB,30.0,SAC,POINT (-121.20907290164179 39.2961432556846)
1135,1136.0,SFY007,7.24,South Yuba River,South Yuba River At Jones Bar near Grass Valley - 11417500,,,,CH,SG,11417500,SFY,7.0,SAC,POINT (-121.10455861510994 39.29235810574954)
1136,1137.0,SAC169,169.23,Sacramento River,Sacramento River at Butte City. USGS11389000/DWRA02500,,,,CH,SG,11389000 / DWR  A0-2500,SAC,169.0,SAC,POINT (-121.99522416940536 39.45764442289563)
1137,1138.0,SAC061,62.13,Sacramento River,Sacramento River at Sacramento. USGS11447500/DWRA02100,,,,CH,SG,11447500 / DWR  A0-2100,SAC,61.0,SAC,POINT (-121.50646269276471 38.58625536730561)
1138,1139.0,STS048,47.68,Stanislaus River,Stanislaus River at Orange Blossom Bridge. USGS11302100/DWRB03175,,,,CH,SG,11302100,STS,48.0,SJR,POINT (-120.76271927290117 37.78806511382403)
1139,1140.0,50_PA2,,,Byron Bethany I.D. within DETAW Delta,,,,PR,A,,,,SJR,POINT (-121.62906556714267 37.86902378454227)
1140,1141.0,JLIND,,,Jenny Lind and small communities,,,,OM,OMD,,,,SJR,POINT (-120.86640663910751 38.169358063916)
1141,1142.0,MAQ012,11.53,Mokelumne Aqueduct,Folsom South Canal Connection Project Tie-In point.,,,,CH,CNL,,MAQ,12.0,SJR,POINT (-121.00927661031909 38.16665911059788)
1142,1143.0,STS069,68.72,Stanislaus River,Stanislaus River below Melones powerhouse near Sonora. USGS11299500/DWRB31260,,,,CH,SG,11299500,STS,69.0,SJR,POINT (-120.52952127973833 37.94609725971143)
1143,1144.0,STS060,60.0,Stanislaus River,Stanislaus River near Knights Ferry. USGS11300000/DWRB31190,,,,CH,SG,11300000,STS,60.0,SJR,POINT (-120.60451733635719 37.87367780535628)
1144,1145.0,TUO004,3.73,Tuolumne River,Tuolumne River at Tuolumne City. USGS11290200/DWRB04105,,,,CH,SG,11290200,TUO,4.0,SJR,POINT (-121.13149087162641 37.602926452336675)
1145,1146.0,YUB022,21.72,Yuba River,Yuba River at Smartville. USGS11419000/DWRA61180,,,,CH,SG,11419000,YUB,22.0,SAC,POINT (-121.29346067563513 39.22337543582027)
1146,1147.0,BTC015,14.57,Butte Creek,C2VSIM Node. Butte Creek near Gridley. DWRA04150,223,289,,CH,SG,DWR  A0-4150,BTC,15.0,SAC,POINT (-121.89274751763534 39.361717400592454)
1147,1148.0,FRS025,25.17,Fresno River,C2VSIM node. Fresno River 8 miles west of Madera. USGS11258250/DWRB06725,822,73,,CH,SG,11258250,FRS,25.0,SJR,POINT (-120.20190305204835 36.97583753944114)
1148,1149.0,WBF006,5.96,West Branch Feather River,USGS Gage 11406500. West Branch Feather River near Yankee Hill (Discontinued).,,,,CH,SG,11406500,WBF,6.0,SAC,POINT (-121.56160548862778 39.698494957138664)
1149,1150.0,NFF008,8.11,North Fork Feather River,Confluence with West Branch Feather River,,,,CH,STM,,NFF,8.0,SAC,POINT (-121.49689573081076 39.663727450591054)
1150,1151.0,NFF027,26.59,North Fork Feather River,USGS Gage 11404500 North Fork Feather River at Pulga Road,,,,CH,SG,11404500,NFF,27.0,SAC,POINT (-121.45189350518031 39.79439221618934)
1151,1152.0,SAC076,76.0,Sacramento River,Expanded Elkhorn Pumping Plant,,,,CH,STM,,SAC,76.0,SAC,POINT (-121.61932426440332 38.705478108109325)
1152,1153.0,MFY044,44.32,Middle Yuba River,Middle Yuba River below Milton Dam. USGS 11408550,,,,CH,SG,11408550,MFY,44.0,SAC,POINT (-120.5834275298546 39.52180340683252)
1153,1154.0,MFY045,44.38,Middle Yuba River,Middle Yuba River at Milton Dam. USGS 11408500,,,,CH,SG,11408500,MFY,45.0,SAC,POINT (-120.5825637222651 39.52223319917409)
1154,1155.0,SFF002,2.45,South Fork Feather River,Confluence with Middle Fork Feather River,,,,CH,STM,,SFF,2.0,SAC,POINT (-121.42394450654848 39.55067854301047)
1155,1156.0,MFF019,18.91,Middle Fork Feather River,USGS Gage 11394500 Middle Fork Feather River near Merrimac (discontinued),,,,CH,SG,11394500,MFF,19.0,SAC,POINT (-121.27086182352805 39.70814862469564)
1156,1157.0,SFF008,7.717,South Fork Feather River,USGS 11397000 South Fork Feather River at Enterprise (discontinued),,,,CH,SG,11397000,SFF,8.0,SAC,POINT (-121.34678280742506 39.53659996631203)
1157,1158.0,SFF018,18.141,South Fork Feather River,USGS 11396200 South Fork Feather River below Forbestown Dam,,,,CH,SG,11396200,SFF,18.0,SAC,POINT (-121.2103027122435 39.55161705131217)
1158,1159.0,SAC136,136.46,Sacramento River,Diversion point to 18_SA,,,,CH,STM,,SAC,136.0,SAC,POINT (-121.91720148037342 39.14729215909439)
1159,1160.0,SAC195,195.57,Sacramento River,City of Chico WWTP Outfall (existing:Planned 1200'DS),,,,CH,STM,,SAC,195.0,SAC,POINT (-121.94214018526887 39.69458570758126)
1160,1161.0,MTC000,0.0,M and T Main Canal,,,,,CH,CNL,,MTC,0.0,SAC,POINT (-121.9289631912145 39.70364326875107)
1161,1162.0,BSL000,0.0,Butte Slough,Butte Slough at Outfall Gates near Meridian. USGS 11390385,,,,CH,SG,11390385,BSL,0.0,SAC,POINT (-121.93578597083847 39.195131919723195)
1162,1163.0,DRC005,4.82,Deer Creek,Vina Diversion Dam,100,257,,CH,STM,,DRC,5.0,SAC,POINT (-122.03423504524285 39.96319444027403)
1163,1164.0,CCC019,19.41,Contra Costa Canal,Mallard Pipeline Tie-in,,,,CH,CNL,,CCC,19.0,SAC,POINT (-121.93844052606406 38.01956827991083)
1164,1165.0,ANTOC,,,City of Antioch off-model demand for deliveries from Rodger's Point and CCWD.,,,,OM,OMD,,,,SAC,POINT (-121.81028888264075 37.99049908275305)
1165,1166.0,CHIPPS,,,Post NDO node for CCWD diversion at Mallard Slough,,,,CH,NA,,,,SAC,POINT (-121.92822433598728 38.0473951844875)
1166,1167.0,WTPDEF,,,City of Vacaville Diatamaceous Earth Water Treatment Plant,,,,WTP,,,,,SAC,POINT (-121.96346435006862 38.35364751101836)
1167,1168.0,PSC013,12.97,Putah South Canal,Diversion to Vacaville DE WTP,,,,CH,CNL,,PSC,13.0,SAC,POINT (-121.95917111620419 38.353719348806635)
1168,1169.0,RVC000,0.0,Richvale ID Canal,USGS 11406890,,,,CH,SG,11406890,RVC,0.0,SAC,POINT (-121.68585703744807 39.50494245869337)
1169,1170.0,HKC002,2.46,Toadtown/Hendricks Canal,Diversion Dam at Little West Fork of Feather River,,,,CH,SG,11405220,HKC,2.0,SAC,POINT (-121.542481923426 39.90722755116711)
1170,1171.0,SFF039,38.5,Sourth Fork Feather River,South Fork Feather River below Little Grass Valley Dam. USGS 11395030,,,,CH,SG,11395030,SFF,39.0,SAC,POINT (-121.02227366310267 39.72397532152341)
1171,1172.0,SFF028,28.87,South Fork Feather River,South Fork Feather River below Diversion Dam near Strawberry. USGS 11395200,,,,CH,SG,11395200,SFF,28.0,SAC,POINT (-121.11884470319518 39.64738613399633)
1172,1173.0,CLLPT,,,Represent 19 water agencies that divert from Clear Lake,,,,OM,OMD,,,,SAC,POINT (-122.7752077423607 38.88484174420661)
1173,1174.0,ABN014,14.0,Auburn Ravine,NID gaging station at Lincoln,,,,CH,SG,NID Lincoln Gage,ABN,14.0,SAC,POINT (-121.29822207483915 38.883124943974295)
1174,1175.0,TTC000,0.0,Toadtown Canal,Toadtown Canal begins and Hendricks Canal ends here at the Toadtown Powerhouse.,,,,CH,CNL,,TTC,0.0,SAC,POINT (-121.59329575729309 39.89342226657721)
1175,1176.0,WBF039,38.86,West Branch Feather River,Confluence with Philbrook Creek.,,,,CH,STM,,WBF,39.0,SAC,POINT (-121.51097813250155 40.03171311887493)
1176,1177.0,RVPHB,2.36,Philbrook Creek,"Conceptual Reservoir combining Round Valley and Philbrook Reservoir inflows. USGS 11405100, USGS 11405075",,,,STR,SIM,"USGS 11405100, USGS 11405075",PHB,2.0,SAC,POINT (-121.47316411190162 40.03119609665193)
1177,1178.0,SFD003,3.217,South Fork Deer Creek,South Fork Deer Creek diversion point for Upper Cascade Canal,,,,CH,STM,,SFD,3.0,SAC,POINT (-120.84529491438151 39.29863346801357)
1178,1179.0,SYC020,19.88,South Fork Deer Creek,Deer Creek Powerhouse near Washington.  USGS 11414205,,,,CH,SG,11414205,SFD,20.0,SAC,POINT (-120.84410842461168 39.29822957683598)
1179,1180.0,SYC002,1.58,South Yuba Canal,South Yuba Canal near Emigrant Gap. USGS 11414200,,,,CH,SG,11414200,SYC,2.0,SAC,POINT (-120.66282922347088 39.31340097081411)
1180,1181.0,SCOTF,24.0,Deer Creek,Scott Flat Reservoir,,,,STR,,,DER,24.0,SAC,POINT (-120.92900677798573 39.270954735410825)
1181,1182.0,DER022,22.47,Deer Creek,DS Canal Diversion at Deer Creek Reservoir,,,,CH,STM,,DER,22.0,SAC,POINT (-120.95375248291282 39.26935079468219)
1182,1183.0,DER018,17.81,Deer Creek,Newtown Canal Diversion,,,,CH,STM,,DER,18.0,SAC,POINT (-121.0246479064209 39.26069687975299)
1183,1184.0,DER011,10.82,Deer Creek,Tunnel Canal Diversion,,,,CH,STM,,DER,11.0,SAC,POINT (-121.12911340989857 39.24479087720001)
1184,1185.0,DER002,2.48,Deer Creek,NID Return Flow via Squirrel Creek,,,,CH,STM,,DER,2.0,SAC,POINT (-121.2451685349429 39.22933024959752)
1185,1186.0,DER004,4.36,Deer Creek,Lake Wildwood Dam and Ketone Canal Diversion,,,,CH,STM,,DER,4.0,SAC,POINT (-121.21732690814122 39.23605693402017)
1186,1187.0,YUB034,33.5,Yuba River,PH  outlet on Yuba River below New Bullards Bar Reservoir,,,,CH,STM,,YUB,34.0,SAC,POINT (-121.1916170671821 39.33027683197318)
1187,1188.0,CGT005,4.93,Colgate Tunnel/Penstock,Browns Valley ID Diversion from Colgate Tunnel (Abandoned?),,,,CH,STM,,CGT,5.0,SAC,POINT (-121.19218718945825 39.336727153634676)
1188,1189.0,EAWWTP,,,City of Vacaville Easterly Wastewater Treatment Plant,,,,WWTP,NA,,,,SAC,POINT (-121.9036394164848 38.345320752384445)
1189,1190.0,WLWWTP,,,City of Woodland Wastewater Treatment Plant,,,,WWTP,NA,,,,SAC,POINT (-121.71272121718889 38.661536651937055)
1190,1191.0,DVWWTP,,,City of Davis Wastewater Treatment Plant,,,,WWTP,NA,,,,SAC,POINT (-121.67114155136477 38.594874523625364)
1191,1192.0,WSB005,5.0,Willow Slough Bypass,Return flow from City of Davis WWTP,,,,CH,STM,,WSB,5.0,SAC,POINT (-121.66649146818615 38.5901329461554)
1192,1193.0,ABN006,6.49,Auburn Ravine,"South Sutter Water District Diversions at Aitken Ranch, Tom Glenn and Davis Dams on Auburn Ravine and Coppin Dam on Cross Canal.",,,,CH,STM,,ABN,6.0,SAC,POINT (-121.41447704477002 38.861844521066786)
1193,1194.0,LVP007,7.05,Los Vaqueros Pipeline,Intertie with Mokelumne Canal,,,,CH,CNL,,LVP,7.0,SJR,POINT (-121.74288984843915 37.96028055015688)
1194,1195.0,MAQ057,56.98,Mokelumne Aqueduct,,,,,CH,CNL,,MAQ,57.0,SJR,POINT (-121.73512787949078 37.95415568838813)
1195,1196.0,MAQ001,1.32,Mokelumne Aqueduct,,,,,CH,CNL,,MAQ,1.0,SJR,POINT (-120.84985145672094 38.23813515649077)
1196,1197.0,LST003,3.36,Lost Creek,Combined Lost Creek near Clipper Mills plus Woodleaf Powerhouse near Woodleaf.  USGS 11396000 + USGS 11396090,,,,CH,SG,11396000 / 11396090,LST,3.0,SAC,POINT (-121.14196183854074 39.57377042966003)
1197,1198.0,BRR072,71.65,Bear River,Historical Upper Boardman Canal Diversion,,,,CH,STM,,BRR,72.0,SAC,POINT (-120.69861551005275 39.30033126887346)
1198,1199.0,WTPDWP,,,Proposed Woodland-Davis Project Water Treatment Plant,,,,WTP,PRP,,,,SAC,POINT (-121.70489185417085 38.66830127323745)
1199,1200.0,WTPBLV,,,Bella Vista Water Treatment Plant,,,,WTP,,,,,SAC,POINT (-122.35279568961533 40.59828883876814)
1200,1201.0,LCWWTP,,,Linda County Water District Wastewater Treatment Plant,,,,WWTP,NA,,,,SAC,POINT (-121.5842060688954 39.098288581688976)
1201,1202.0,CGT006,5.34,Colgate Tunnel,Colgate Powerhouse near French Corral. USGS 11413510,,,,CH,SG,11413510,CGT,6.0,SAC,POINT (-121.19153853916161 39.33095129735637)
1202,1203.0,NFY002,2.12,North Yuba River,North Yuba River below New Bullards Bar Dam. USGS 11413520,,,,CH,SG,11413520 / 11413517,NFY,2.0,SAC,POINT (-121.14414855326251 39.39049648856916)
1203,1204.0,MFY046,45.765,Middle Yuba River,Middle Yuba River below Jackson Meadows Dam. USGS 11407900,,,,CH,SG,11407900,MFY,46.0,SAC,POINT (-120.56215639488605 39.51584626090119)
1204,1205.0,JKSMD,46.524,Middle Yuba River,Jackson Meadows Reservoir/Dam,,,,STR,,,,,SAC,POINT (-120.55581593687464 39.50870445851789)
1205,1206.0,CCS009,9.456,Canyon Creek (South),Canyon Creek below Bowman Lake. USGS 11416500,,,,CH,SG,11416500,CCS,9.0,SAC,POINT (-120.66152681057223 39.43964046439384)
1206,1207.0,SFY033,33.184,South Yuba River,Confluence with Canyon Creek (South),,,,CH,STM,,SFY,33.0,SAC,POINT (-120.75017393670879 39.36097545471925)
1207,1208.0,CCS010,10.28,Canyon Creek (South),Bowman-Spaulding Conduit diversion dam.,,,,CH,STM,,SFY,10.0,SAC,POINT (-120.65521421264344 39.44679604996825)
1208,1209.0,BOWMN,10.5,Canyon Creek (South),Bowman Lake/Dam,,,,STR,,,CCS,11.0,SAC,POINT (-120.65201601185763 39.44850816765401)
1209,1210.0,BSC000,0.581,Bowman-Spaulding Conduit,Bowman-Spaulding Canal Intake near Graniteville. USGS 11416000,,,,CH,SG,11416000,BSC,0.0,SAC,POINT (-120.65905276516942 39.4398356395536)
1210,1211.0,BSC009,10.541,Bowman-Spaulding Conduit,Bowman-Spaulding Canal at Jordan Creek Siphon. USGS 11416100,,,,CH,SG,11416100,BSC,9.0,SAC,POINT (-120.64160526054184 39.34210983619856)
1211,1212.0,BSC011,11.03,Bowman-Spaulding Conduit,Spaulding No. 3 Powerhouse near Emigrant Gap. USGS 11416200,,,,CH,SG,11416200,BSC,11.0,SAC,POINT (-120.6354693942984 39.337698927951884)
1212,1213.0,SFY044,43.78,South Yuba River,Confluence with Fordyce Creek.,,,,CH,STM,,SFY,44.0,SAC,POINT (-120.62036155782096 39.346759243450485)
1213,1214.0,FDC011,10.72,Fordyce Creek,Fordyce Creek below Fordyce Dam. USGS 11414100,,,,CH,SG,11414100,FDC,11.0,SAC,POINT (-120.4994028327145 39.37992438755766)
1214,1215.0,FRDYC,10.89,Fordyce Creek,Fordyce Lake/Dam,,,,STR,,,FDC,,SAC,POINT (-120.49645428006248 39.3803551311691)
1215,1216.0,SYC001,0.894,South Yuba Canal,Nevada Diversion tie-in from Drum Canal,,,,CH,CNL,,SYC,1.0,SAC,POINT (-120.65490655754985 39.319424425512295)
1216,1217.0,MBT005,4.774,Milton-Bowman Tunnel,Milton-Bowman Tunnel Outlet near Graniteville. USGS 11408000,,,,CH,SG,11408000,MBT,5.0,SAC,POINT (-120.61124035762515 39.46018137844482)
1217,1218.0,MFA025,24.82,Middle Fork American River,Ralston Afterbay (Oxbow Reservoir) dam.  Powerhouse outlet about 0.4mi downstream.,,,,CH,SG,11433212,MFA,25.0,SAC,POINT (-120.74648888752789 39.00324722969529)
1218,1219.0,MFA026,25.73,Middle Fork American River,Confluence with Rubicon River,,,,CH,STM,,MFA,26.0,SAC,POINT (-120.73291710607288 39.00236075579708)
1219,1220.0,MFA035,35.81,Middle Fork American River,Gage below Interbay Dam,,,,CH,SG,11427770,MFA,35.0,SAC,POINT (-120.60355302481993 39.026384596591484)
1220,1221.0,MFA036,35.87,Middle Fork American River,Interbay Dam. Diversion point for Ralston Tunnel.,,,,CH,STM,,MFA,36.0,SAC,POINT (-120.60254214525156 39.02608083079326)
1221,1222.0,MFT011,10.97,Middle Fork Tunnel,Middle Fork Powerhouse (L.F. Stephonsan PH),,,,CH,SG,11428600,MFT,11.0,SAC,POINT (-120.596117323315 39.024526043519735)
1222,1223.0,MFA038,36.31,Middle Fork American River,Gage above Middle Fork Powerhouse,,,,CH,SG,,MFA,38.0,SAC,POINT (-120.59535467260949 39.02533282424516)
1223,1224.0,MFA040,40.0,Middle Fork American River,Confluence with Duncan Creek,,,,CH,STM,,MFA,40.0,SAC,POINT (-120.54557088102018 39.03831728129143)
1224,1225.0,MFA047,47.33,Middle Fork American River,Middle Fork American River at French Meadows Reservoir,,,,CH,SG,11427500,MFA,47.0,SAC,POINT (-120.48119176521811 39.10973802260496)
1225,1226.0,FRMDW,47.95,Middle Fork American River,French Meadows Reservoir,,,,STR,,,MFA,,SAC,POINT (-120.4703445329919 39.1119581563669)
1226,1227.0,DCC008,8.87,Duncan Canyon Creek,Duncan Canyon Creek below Diversion Dam near French Meadows,,,,CH,SG,11427750,DCC,8.0,SAC,POINT (-120.48409238511404 39.13269107713683)
1227,1228.0,DCC009,9.11,Duncan Canyon Creek,Duncan Canyon Diversion Dam,,,,CH,STM,,DCC,9.0,SAC,POINT (-120.48137648251934 39.13433317714239)
1228,1229.0,DCC010,9.34,Duncan Canyon Creek,Duncan Canyon Creek near French Meadows Reservoir,,,,CH,SG,11427700,DCC,10.0,SAC,POINT (-120.47829217106639 39.13593361787337)
1229,1230.0,FMT002,2.48,French Meadows Tunnel,French Meadows Power Plant near Meeks Bay,,,,CH,SG,11427200,FMT,2.0,SAC,POINT (-120.40605992791625 39.07802113487626)
1230,1231.0,RUB001,0.56,Rubicon River,,,,,CH,STM,,RUB,1.0,SAC,POINT (-120.72525529338486 39.00076935146317)
1231,1232.0,RUB002,1.2,Rubicon River,Rubicon River near Foresthill,,,,CH,SG,11433200,RUB,2.0,SAC,POINT (-120.72156510716492 38.9924500325586)
1232,1233.0,RUB004,3.63,Rubicon River,Confluence with Long Canyon Creek,,,,CH,STM,,RUB,4.0,SAC,POINT (-120.68745918958992 38.989975672639346)
1233,1234.0,RUB005,5.27,Rubicon River,Confluence with Pilot Creek,,,,CH,STM,,RUB,5.0,SAC,POINT (-120.68266539032464 38.970802472911025)
1234,1235.0,RUB023,23.0,Rubicon River,Confluence with South Fork Rubicon River,,,,CH,STM,,RUB,23.0,SAC,POINT (-120.4696993237402 38.96961927255778)
1235,1236.0,RUB031,30.8,Rubicon River,Rubicon River below Hell Hole Dam. Hell Hole Powerhouse.,,,,CH,SG,11428800,RUB,31.0,SAC,POINT (-120.40807821880496 39.056503145031655)
1236,1237.0,HHOLE,30.94,Rubicon River,Hell Hole Reservoir,,,,STR,,,,,SAC,POINT (-120.40923842255744 39.05828944789527)
1237,1238.0,LCY012,11.7,Long Canyon Creek,Long Canyon Creek near French Meadows. Confluence with North and South Forks of Long Canyon Creek,,,,CH,SG,11433100,LCY,12.0,SAC,POINT (-120.51552758991306 39.02116400646004)
1238,1239.0,NLC003,3.16,North Fork Long Canyon Creek,North Fork Long Canyon Creek diversion dam,,,,CH,STM,,NLC,3.0,SAC,POINT (-120.48157232249393 39.05088369854647)
1239,1240.0,NLC002,2.99,North Fork Long Canyon Creek,North Frok Long Canyon Creek Flood Release below Diversion Tunnel near Volcanoville,,,,CH,SG,11433085,NLC,2.0,SAC,POINT (-120.48255339869783 39.04869248324961)
1240,1241.0,MFT004,4.12,Middle Fork Tunnel,Inflow from North Fork Long Canyon Creek,,,,CH,CNL,,MFT,4.0,SAC,POINT (-120.48373790974091 39.042328401980555)
1241,1242.0,SLC003,3.49,South Fork Long Canyon Creek,South Fork Long Canyon Creek Diversion Tunnel near Volcanoville,,,,CH,STM,,SLC,3.0,SAC,POINT (-120.47072734548459 39.051359927967475)
1242,1243.0,MFT003,3.3,Middle Fork Tunnel,Inflow from South Fork Long Canyon Creek Diversion,,,,CH,SG,11433060,MFT,3.0,SAC,POINT (-120.47086358725043 39.05136960934084)
1243,1244.0,SLC002,3.44,South Fork Long Canyon Creek,South Fork Long Canyon Creek Flood Release below Diversion Tunnel near Volcanoville,,,,CH,SG,11433065,SLC,2.0,SAC,POINT (-120.471435635816 39.050900442749374)
1244,1245.0,RUB032,32.19,Rubicon River,Inflow from French Meadows Powerhouse to Hell Hole Reservoir,,,,CH,STM,,RUB,32.0,SAC,POINT (-120.40227028385627 39.075093422037284)
1245,1246.0,RUB041,41.44,Rubicon River,Confluence with Little Rubicon River,,,,CH,STM,,RUB,41.0,SAC,POINT (-120.27459012341316 39.036138473048766)
